review,rating,label,clean_review,label_encoded
Metode pembelajarannya sangat menarik. Membuat anak menjadi lebih semangat belajarnya,5,Positif,metode pembelajarannya sangat menarik membuat anak menjadi lebih semangat belajarnya,2
Saya senang belajar di ruang guru karena sangat asyik dan menyenangkan,5,Positif,senang belajar ruang guru sangat asyik menyenangkan,2
"Tolong diperbaiki bagian modul materi soshum (persiapan kuliah) khususnya bagian Ekonomi dan Sejarah banyak yang ga bisa di download.. padahal sinyal saya bagus, mau ngelaporin bug, ikonnya susah dipencet jadi ga bisa ngelapor. Sekian semoga cepat diperbaiki 🙏",3,Netral,diperbaiki bagian modul materi soshum persiapan kuliah khususnya bagian ekonomi sejarah banyak ga download padahal sinyal bagus mau ngelaporin bug ikonnya susah dipencet jadi ga ngelapor sekian semoga cepat diperbaiki,1
Kacau banget udah langganan 500rb buat fokus ke utbk.. masa bagian try out nya harus bayar lagi.. padahal kan gua langganan bagian utbk buat try out nya.. rugi dong,4,Positif,kacau banget udah langganan rb buat fokus utbk masa bagian try out nya bayar padahal kan gua langganan bagian utbk buat try out nya rugi dong,2
Saya harap Ruangguru dapat memberikan Materi Video secara gratis dan detail,5,Positif,harap ruangguru memberikan materi video gratis detail,2
Berfungsi banget sii untuk gue,5,Positif,berfungsi banget sii gue,2
Aplikasinya summmmmppaahhh bagua banget nggak terlalu banyak iklan nya pokoknya sih ini sangat rekomended,5,Positif,aplikasinya summmmmppaahhh bagua banget terlalu banyak iklan nya pokoknya sih sangat rekomended,2
Sangat bagus tp sayang nya hrs bayar mahal banget tp seru ada jwbn nya jg terimakasih ya maaf kalo aku salah berkomentar,1,Negatif,sangat bagus tp sayang nya hrs bayar mahal banget tp seru jwbn nya jg terimakasih maaf kalo aku salah berkomentar,0
"Hadeh hilang semangat belajar perkara turun XP karena balik kampung tak ada sinyal,dulu pakai setiap hari sekarang dah jarang,gimana nih motivasi intrinsicnya dah hilang",4,Positif,hadeh hilang semangat belajar perkara turun xp balik kampung tak sinyaldulu pakai hari sekarang dah jaranggimana nih motivasi intrinsicnya dah hilang,2
Belajar adalah jendela dunia.,5,Positif,belajar jendela dunia,2
"Membantu banget, aku lolos Unair SNBP",5,Positif,membantu banget aku lolos unair snbp,2
untuk persiapan um ugm nya tidak ada ya? kok cuma ada simak ui aja,2,Negatif,persiapan um ugm nya tidak kok cuma simak ui aja,0
"Gak membantu sama sekali, di tanya apa malah jwb ny lain, harus nunggu lama",1,Negatif,gak membantu sama sekali tanya apa malah jwb ny nunggu lama,0
Knp ruang guru harus bayar kok pelit amat ga ada dikasih gratisan masa harus bayar semua,1,Negatif,knp ruang guru bayar kok pelit ga dikasih gratisan masa bayar semua,0
Sangat membantu Sannnggaaattt bagus,5,Positif,sangat membantu sannnggaaattt bagus,2
ini sangat cocok untuk anak anak mengerti pelajaran,5,Positif,sangat cocok anak anak mengerti pelajaran,2
"Paling mengesalkan ketika paket tahunan habis, dipaksa berulang-ulang dengn nomor yang berbeda-beda untuk konfirmasi perpanjangan. Maksa sekali platform ini untuk mendapatkan pelanggan.",1,Negatif,paling mengesalkan paket tahunan habis dipaksa berulangulang dengn nomor berbedabeda konfirmasi perpanjangan maksa sekali platform mendapatkan pelanggan,0
Sangat bagus ini aplikasi tapi kok setelah update selalu nya belajar nya lewat breanly,5,Positif,sangat bagus aplikasi kok update selalu nya belajar nya lewat breanly,2
Iklan mulu kagak jelas. Dalam 20 detik iklan bisa sampai 6 kali,1,Negatif,iklan mulu kagak jelas detik iklan kali,0
Aplikasinya tidak menyediakan semua jawaban soal. Dan jawaban banyak yg berbeda membuat saya binggung. plis tolong di perbarui aplikasinya,1,Negatif,aplikasinya tidak menyediakan semua jawaban soal jawaban banyak yg berbeda membuat binggung plis perbarui aplikasinya,0
Ruang guru hebat,4,Positif,ruang guru hebat,2
Bagus sih tapi gk ngerti cara pakai nya gimana mau beljar nya itu cuma bacaan doang gk ada vidio materi bahasa inggris pelajarn nya gk lengkap tolong di perbaiki tapi maaf klo ada yang salah apa emang hp ku aja yang gini,3,Netral,bagus sih gk ngerti cara pakai nya gimana mau beljar nya cuma bacaan doang gk vidio materi bahasa inggris pelajarn nya gk lengkap perbaiki maaf klo salah apa emang hp ku aja gini,1
Setelah sya download dn tiba² ad org spam spam kta nya dri ruang guru,2,Negatif,sya download dn tiba ad org spam spam kta nya dri ruang guru,0
"apk nya bikin kita semangat belajar karna banyak fitur yang seru, di tambah juga ada fitur adapto dan konsep kilat yang bisa menyesuaikan kemampuan siswa,",5,Positif,apk nya bikin semangat belajar karna banyak fitur seru tambah fitur adapto konsep kilat menyesuaikan kemampuan siswa,2
Pinter jujur assalamualaikum 🥰🥰🥰❤️ tila ayememe,5,Positif,pinter jujur assalamualaikum tila ayememe,2
BAGUS COBAIN DEHH BISA JADI MURID KEPINTARAN NIH SAYA POKOKNYA APLIKASI INI BAGUSS,5,Positif,bagus cobain dehh jadi murid kepintaran nih pokoknya aplikasi baguss,2
"Aku suka banget belajar disini, apalagi mendekati ujian sekolah, tapi... Banyak yang kurang kayak, Pendidikan Agama Islam, PPKn, dan SBdP. Moga ditambahin ya, biar seru belajarnya Jadi untuk sementara ⭐⭐⭐⭐ dulu ya ❤❤❤",4,Positif,aku suka banget belajar disini mendekati ujian sekolah banyak kurang kayak pendidikan agama islam ppkn sbdp moga ditambahin biar seru belajarnya jadi dulu,2
Sangat membantu untuk bersemangat dalam belajar,5,Positif,sangat membantu bersemangat belajar,2
"apknya bgs bgtt,klen wajib download",5,Positif,apknya bgs bgttklen wajib download,2
Bgs tp kalo mo nonton harus bayar jadi cuma bisa nonton ya gratis dehhhh(padahal kan uang g semua orang punya),5,Positif,bgs tp kalo mo nonton bayar jadi cuma nonton gratis dehhhhpadahal kan uang g semua orang punya,2
Out lyoko 2 baru ini out,5,Positif,out lyoko baru out,2
Ini dibayar engga sih??,1,Negatif,dibayar engga sih,0
"Aplikasi bagus buat belajar, mantap",5,Positif,aplikasi bagus buat belajar mantap,2
Bagus membantu dalam belajar penjelasanya enak mudah d tangkap,5,Positif,bagus membantu belajar penjelasanya enak mudah d tangkap,2
"Alhamdulillah ngebantu... Tapi mohon jangan semua yang harus berlangganan🥲 sampai materi yang benar-benar harus di pelajari, harus bayar dulu... Jadi bingung belajar nya bagaimana. Overall ruang guru ini cukup membantu💗 semoga ujian aku mendapatkan nilai yang memuaskan dan masuk ranking 3 besar lagi... Aamiin",5,Positif,alhamdulillah ngebantu mohon jangan semua berlangganan materi benarbenar pelajari bayar dulu jadi bingung belajar nya bagaimana overall ruang guru cukup membantu semoga ujian aku mendapatkan nilai memuaskan masuk ranking besar aamiin,2
Aku baru pertama kali nyoba dan pas mau belajar tuh malah suruh sertifikasi padahal pas pertama an tuh aku udah trus nggak bisa buat belajar apapun udh nyoba ke wats app tapi tetep ngga bisa jujur kecewa berat tolong di mudahkan lagi ya,1,Negatif,aku baru pertama kali nyoba pas mau belajar tuh malah suruh sertifikasi padahal pas pertama an tuh aku udah trus buat belajar apapun udh nyoba wats app tetep ngga jujur kecewa berat mudahkan,0
Oliv. Selin. Sahabat. Sejati. ❤️. ❤️ 👩🏻‍⚕️. 👩🏻‍💻☪️☪️ 🧕🏻. 🧕🏻 🧗. 🧗,5,Positif,oliv selin sahabat sejati,2
I will study diligently to get good grades and be the class champion so that I can make my dream of becoming a doctor come true.,5,Positif,i will study diligently to get good grades and be the class champion so that i can make my dream of becoming a doctor come true,2
"bagus bgt secara mudah banget dipahami, ketimbang pas disekolah mumet,mana udah 3 tahun langganan rg,rencana pengen langganan lagi tapi sayang gaada smk jurusan elektronika :)",5,Positif,bagus bgt mudah banget dipahami ketimbang pas disekolah mumetmana udah tahun langganan rgrencana pengen langganan sayang gaada smk jurusan elektronika,2
Sangat membantu bagi pelajar yang mau ujian,5,Positif,sangat membantu pelajar mau ujian,2
bagus msh dicoba,5,Positif,bagus msh dicoba,2
Baguss bangett. Saya suka dengan aplikasi ini,5,Positif,baguss bangett suka aplikasi,2
Pelajar yg mencari jawaban pertanyaan di persulit gimana cara pelajar buat tau jawaban nya benar apa salah tolong Lah pendidikan itu penting jgn di persulit bagi pelajar untuk mencari ilmu,1,Negatif,pelajar yg mencari jawaban pertanyaan persulit gimana cara pelajar buat tau jawaban nya benar apa salah lah pendidikan penting jgn persulit pelajar mencari ilmu,0
Masa aku di telfon terus di suruh bayar 25jt gak manuk akal kan?,1,Negatif,masa aku telfon terus suruh bayar jt gak manuk akal kan,0
Drill soalnya lemot,1,Negatif,drill soalnya lemot,0
materi belajar terlalu bertele-tele,1,Negatif,materi belajar terlalu berteletele,0
Ditelepon oleh nomor tak dikenal dari ruangguru,1,Negatif,ditelepon nomor tak dikenal ruangguru,0
"Assli!!!! Ini apl buat blajarr yg bgsss bangetttt ihhh,,, downloadd sekarng dehhhh 👉👉👉👉 @ruangguru 👈👈👈👈",5,Positif,assli apl buat blajarr yg bgsss bangetttt ihhh downloadd sekarng dehhhh ruangguru,2
bagus banget materinya lengkap terus seru cara belajarnya pokonya membantu banget,5,Positif,bagus banget materinya lengkap terus seru cara belajarnya pokonya membantu banget,2
Mantap banget aplikasinya gue dari rangking 17 dari 25 siswa sekarang menjadi 3 teratas,5,Positif,mantap banget aplikasinya gue rangking siswa sekarang menjadi teratas,2
Karena aplikasi ini membantu saya dalam bhs inggris,5,Positif,aplikasi membantu bhs inggris,2
"Waah aplikasi iniii sangat bagus!!! Dan penjelasannya juga Pahan dari vidionya. Cuman, dari vidionya itu harus bayar ada yang nggak. Kebanyakan yang vidio itu harus bayar. Tapi, dari aplikasinya ini paling bagus Bahkan ada guru les dari ruang guru.",5,Positif,waah aplikasi iniii sangat bagus penjelasannya pahan vidionya cuman vidionya bayar kebanyakan vidio bayar aplikasinya paling bagus bahkan guru les ruang guru,2
Bagaaaaaasss bgt dah app ini! LENGKAP BGT LHO! Tapi tolong banyakin sub bab gratisnya donk! Lagi OSN-K IPA nih!,4,Positif,bagaaaaaasss bgt dah app lengkap bgt lho banyakin sub bab gratisnya donk osnk ipa nih,2
"Desainnya bagus, interaktif, kreatif, mudah2an bermanfaat terus buat anak2..",5,Positif,desainnya bagus interaktif kreatif mudahan bermanfaat terus buat anak,2
Karena bisa membuat pr saya nilai 100 kerennbnn,5,Positif,membuat pr nilai kerennbnn,2
saya pakai aku emak saya saya tuh pas dolnod ruangguru bingungcara pake nya gmn habis itu saya udah ngerti gimana cara pakenya ternyata ruang guru itu menyenangkan danbisa menambah ilmu saya aja masih sd kls 2 saya sangat suka belajar sama ruang guru klau ada pr yang susah saya bisa buka ruang guru pokoknya mantap!saya bisa belajar dan bermain setelah dolnod ruang guru saya jadi bisa bikin pr yang susah menjadi gampang,5,Positif,pakai aku emak tuh pas dolnod ruangguru bingungcara pake nya gmn habis udah ngerti gimana cara pakenya ternyata ruang guru menyenangkan danbisa menambah ilmu aja sd kls sangat suka belajar sama ruang guru klau pr susah buka ruang guru pokoknya mantapsaya belajar bermain dolnod ruang guru jadi bikin pr susah menjadi gampang,2
Aplikasinya menyenangkan banget 🤗,5,Positif,aplikasinya menyenangkan banget,2
Bagus sekali untuk anak2 bisa tambah2 Pelajaran 🙏🙏,5,Positif,bagus sekali anak tambah pelajaran,2
"Bagus, rekomendasi buat anak2, pengganti bimbel",5,Positif,bagus rekomendasi buat anak pengganti bimbel,2
Anak saya jadi rajin belajar karena seru,5,Positif,anak jadi rajin belajar seru,2
"Saya sangat suka sekali dengan aplikasi ini sangat membantu untuk mengerjakan tugas dan memahami dari video dari aplikasi ini, hebatt pertama kali cobaa langsung bestt apk luvv""",5,Positif,sangat suka sekali aplikasi sangat membantu mengerjakan tugas memahami video aplikasi hebatt pertama kali cobaa langsung bestt apk luvv,2
Bagus aplikasinya Saya sangat suka sama fitur nya,5,Positif,bagus aplikasinya sangat suka sama fitur nya,2
Aplikasi ruang Guru sangat bagus sekali,5,Positif,aplikasi ruang guru sangat bagus sekali,2
App ny berguna bgtt ap lg buat nanya soal yg bingung,5,Positif,app ny berguna bgtt ap lg buat nanya soal yg bingung,2
"Suka memaksa, seperti maksa untuk chat narahubung, maksa rating. Design nya terlalu rame pusing, kebanyakan fitur yang ga berguna, kalau to di web jadi ga jelas soal sama opsi jawaban dipisah kanan dan kiri ini ga sesuai sama layout utbk, bikin pusing",1,Negatif,suka memaksa maksa chat narahubung maksa rating design nya terlalu rame pusing kebanyakan fitur ga berguna kalau to web jadi ga jelas soal sama opsi jawaban dipisah kanan kiri ga sesuai sama layout utbk bikin pusing,0
Aplikasih ini bagus dan bisah membantu siswa utk belajar,5,Positif,aplikasih bagus bisah membantu siswa utk belajar,2
Wih bagus banget,5,Positif,wih bagus banget,2
"Mau masuk akun, malah hanya ada daftar akun",1,Negatif,mau masuk akun malah daftar akun,0
Bank soalnya kurang lengkap,2,Negatif,bank soalnya kurang lengkap,0
"sampah, niat mau cari informasi di website ruangguru, setiap scroll muncul iklan mulu, menjengkelkan 👎👎👎",1,Negatif,sampah niat mau cari informasi website ruangguru scroll muncul iklan mulu menjengkelkan,0
"bagus banget dan bener² bisa gampang paham sama materi pelajaran, banyak soal latihan jugaa, luvv banget sama ruangguru!!",5,Positif,bagus banget bener gampang paham sama materi pelajaran banyak soal latihan jugaa luvv banget sama ruangguru,2
Saya sudah cari tapi jawaban ya gk ada sumpah jangan download deh auto menyesal,1,Negatif,cari jawaban gk sumpah jangan download deh auto menyesal,0
Ruang guru ini sangat bagus,5,Positif,ruang guru sangat bagus,2
Kk segera dirikan bimbel ruang guru di daerah sungai penuh jambi,5,Positif,kk segera dirikan bimbel ruang guru daerah sungai penuh jambi,2
Apk ini sangat berguna untuk belajar,5,Positif,apk sangat berguna belajar,2
Sangat membantu dan I LOVEE THIS APPS!!!!,5,Positif,sangat membantu i lovee this apps,2
"aplikasi kurang maksimal, banyak erornya. harus tingkatin lagi di pengembangan aplikasi dan web juga.",4,Positif,aplikasi kurang maksimal banyak erornya tingkatin pengembangan aplikasi web,2
Aku suka ruang guru,5,Positif,aku suka ruang guru,2
"Fitur pembelajarannya sudah bagus, cuma saat saya mencoba kirim latihan materi selalu eror, padahal wifi lancar",3,Netral,fitur pembelajarannya bagus cuma mencoba kirim latihan materi selalu eror padahal wifi lancar,1
"overall good, penjelasan nya yang mudah di pahami,pertayaan yang membuat makin seru",5,Positif,overall good penjelasan nya mudah pahamipertayaan membuat makin seru,2
"Bagus dan efektif cocok jadi aplikasi belajar apalagi saya suka bahasa Indonesia, pembahasan nya juga lengkap bangettt.",5,Positif,bagus efektif cocok jadi aplikasi belajar suka bahasa indonesia pembahasan nya lengkap bangettt,2
kadang opsi jwbnya gak mu cul,3,Netral,kadang opsi jwbnya gak mu cul,1
Padahal jaringan nya baik baik saja tapi disitu tertulis error.,1,Negatif,padahal jaringan nya baik baik disitu tertulis error,0
Baru pertama kali menggunakan ruang guru dan sangat bagus tempat utk belajar,5,Positif,baru pertama kali menggunakan ruang guru sangat bagus tempat utk belajar,2
"masa to dah selesai tba2 jawabnny ilang semua, nyita waktu 2 jam sia sia bgt, malah bayar pake koin, rugi waktu tenaga pikiran, sistem jelek, kalau mau to tempat lain aja",1,Negatif,masa to dah selesai tba jawabnny ilang semua nyita waktu jam sia sia bgt malah bayar pake koin rugi waktu tenaga pikiran sistem jelek kalau mau to tempat aja,0
"lag paraah, pas download modul cepat jg g bs dibuka filenya, nyebelin bgt. bikin badmood, padahal uda smangat mo bljr ☠️☠️☠️",1,Negatif,lag paraah pas download modul cepat jg g bs dibuka filenya nyebelin bgt bikin badmood padahal uda smangat mo bljr,0
Coba drilling soal tapi jawabannya ga muncul sama sekali gimana ni Rg?,2,Negatif,coba drilling soal jawabannya ga muncul sama sekali gimana ni rg,0
Aplikasi yang sangat bermamfaar,5,Positif,aplikasi sangat bermamfaar,2
"Baru mulai menggunakan, khusus materi bagi guru. Sangat membantu bagi guru, khususnya yang ingin mencari metode pembelajaran yang relevan",5,Positif,baru mulai menggunakan khusus materi guru sangat membantu guru khususnya mencari metode pembelajaran relevan,2
Aplikasi ruang guru itu sangat bagus karena pembelajaran yang lengkap dan juga perkembangan proses belajar juga sangat bagus,5,Positif,aplikasi ruang guru sangat bagus pembelajaran lengkap perkembangan proses belajar sangat bagus,2
Ngeganggu tiba tiba di telpon gajelas,1,Negatif,ngeganggu tiba tiba telpon gajelas,0
Udah bagus keren pula👍👌😁✨✨✨,5,Positif,udah bagus keren,2
anak saya rajin belajar,5,Positif,anak rajin belajar,2
"kalo mau drill soal error' terus, udah dilaporin tapi minim tanggapan",3,Netral,kalo mau drill soal error terus udah dilaporin minim tanggapan,1
