review,rating
aplikasi ini sangat bagus karena bisa mengejar ujian yang keluar di sekolah karena ruang guru aku jadi juara kelas,5
☺️☺️☺️,5
Sangat membantu untuk anak - anak yang orang tuanya sibuk bekerja Praktis dan pastinya lebih mudah dipahami,5
"Nge-bug, gak di apa2in juga, hp jadi ngeleg,",1
Belajar bagus,5
Masih coba2 tapi kek nya bagus,5
Sangat terbantu,5
Opsi lain saat tidak punya catatan ya di rangkuman,5
Ngeleg banget sumpah,1
Bagus sekali aplikasi nya keren karena ada nya ruang guru aku jadi semakin semangat belajar nya terimakasih ruang guru,5
aplikasi Ruangguru ini bagus 👍🥰,5
semangat!,5
Pengajar nya bagus dan berkualitas anak anak jadi lebih mudah dalam mengerjakan soal soal di sekolah,5
"Sangat membantu belajar, medianya juga asyik dan tdk membosankan",5
Ya ini bagus,5
BAGUS BANGET BUAT SISWA YANG INTROVET GAMAU LES KELUAR RUMAH JADI PAKE RUANG GURU,5
Saya pengguna laptop tapi tidak bisa download Vidio agar offline...hanya bisa di web..saya tanya ke admin juga jawaban sama saja,2
Gudjab,5
Ruang guru sangat membantu,5
Dengan aplikasi ini sangat membantu adik saya dalam belajarnya recommended banget,5
"Aplikasi nya bagus banget , gurunya menyenangkan, pelajaran nya ringkas. Apalagi dengan fitur adapto pelajaran jadi menyenangkan.. Buruan deh kalain download aplikasi nya , dan berlangganan, nggak nyesel dehh Tapi Rg sekarang kok ngebug yaaaa drill soal kok ga bisa di submit",4
Apk yang sangat membantu dalam proses belajar anak,5
Aplikasi yang cukup bagus..,5
bimbel ternyamann terseruuu terkonsep,5
Ada yg untuk SMK semua semester,5
👏👏👏👏👏,5
Udah 3 tahun langganan tapi sering disuruh verifikasi ulang .hedeh.... Trus tu ada sebagian pembelajaran yang tidak sesuai dengan kurikulum merdeka,1
"Aplikasi yg sangat membantu dalam belajar anak zaman sekarang,",5
Aplikasi nya bagus sih tapi sayang lag banget kalo aku tak matiin paketnya,4
Tolong soal uji kompetensi dipermudah dan untuk training dijadwalkan,3
Lebih gampang untuk dipahami,5
"Kenapa sekarang jawabannya Asbon asal bunyi jawaban nya layau banget, GK kaya halam jawabannya benar terus, imabh update langsung jawaban nya Asbon, tolong di perbaiki masa jawabannya tidak sama dengan soal😓",1
"Makasih kakak, i Lovè U",5
Bismillah semoga bisa UI,5
Suka banget sama aplikasi ini Karena aplikasi belajar yang nyaman dan gara² aplikasi ini saya dapat juara di sekolah Makasih ruang guru,5
Aplikasi nya sangat membantu dalam proses belajar Disertai ruang diskusi juga yg memungkinkan peserta untuk bertukar pikiran,5
"Wooo ruang guru mantap sekali ,cocok di gunakan bagi semua anak sekolah.selamat belajar di ruang guru.",5
Sangat membantu sekali buat pembelajaran tambahan selain disekolah,5
"mantap, Aplikasi untuk mencerdaskan kehidupan anak bangsa Indonesia.",5
Aplikasi belajar yang menyenangkan,5
its good,5
"Aplikasi nya memudahkan anak anak belajar (bisa dibilang les dirumah)semoga semakin banyak anak anak indonesia yg kerjanya main hp aja,mending hpnya dibuka aplikasi ini",5
"Assalamu'alaikum saya disini ingin menyampaikan keluhan saya,yakni: fitur robo guru plus (ruang les online) saya tidak bisa dipakai padahal saya sudah langganan atau sudah membeli koinnya tolong solusinya kak",2
"Terimakasih Ruangguru, aplikasinya sangat membantu dalam belajar",5
i love it,5
Ruang guru,1
Aplikasi ini sangat recomand sangat membantu anak dalam belajar. Belajar menjadi lebih menyenangkan,5
apk ruang guru cocok untuk anak bangsa,5
Keren aplikasi ini sangat membantu terimakasih saya kasih bintang 5 keren keren...,5
"Aplikasi ruang guru cocok buat semua kalangan pelajar, baik SD, SMP, SMA.. Semoga semakin jaya",5
Bagus2 baek,5
"Bagus banget😃, anak saya peringkat 2 karena belajar di ruang guru☺☺",5
"Apk yg sangat membantu, materi dapat dg cepat dipahami Krn di isi oleh pemateri yg handal & profesional.. recommended",5
Ada nya ruangguru sangat membantu.. Terimakasih ruangguru,5
aplikasi ini sangat membantu sekali.apa lagi di era digital sperti sekarang yg dimana anak anak lebih bnyak waktunya pegang hp dari pada membuka buku pelajaran,5
Sgt membantu pembelajaran,5
"Kenapa sih kok nelpon2 terus, padahal sya cuma ingin mengulang pelajaran Dah lah males",2
Aplikasi membantu dalam belajar ruang guru,5
"terimakasih ruang guru belajar bisa lebih mudah di pahami, aplikasi yang bisa untuk belajar semua kalangan",5
responnya lama.. dari beberapa bulan lalu 3bulan lalu hingga sekarang😓🙌,2
"aplikasinya sudah bagus, tapi tolong jangan spam wa terus ya min, lumayan mengganggu😬",4
"Aplikasi Kursus dan Workshop Terbaik daripada aplikasi lain, Termudah dan Sesuai kebutuhan industri.",5
"Aplikasi flatform yang sangat bermanfaat✨ adik saya semenjak belajar lewat aplikasi ini jadi sering dapat banyak pujian dari sekolah, dikira bimbel les di tempat mahal tetapi nyatanya hanya di ruang guru. terimakasih",5
Bagus banget tapi aku pengen di ruang guru tu ada vidio hiburan TPI tentang pelajaran jadi habis belajar bisa refresh dulu contoh nya kayak saling membantu itu baik,5
"Saya suka ruang guru, bimbel dini dari dlu",5
"sangat bermafaat dan sangat cocok buat pembelajaran anak SD, SMP dan SMA , semoga tambah berkembang aplikasi ini",5
"Ini kenapa videonya tidak bisa di play ya? Tolong jawab dong admin, biar semangat belajar lagi ni",5
"Terimakasih ruang guru ,sempat pusing mau belajar online dimana eh taunya ada ruang guru memudahkan belajar jadi gampang deh belajar online",5
Keren juga buat belajar anak2,5
"Apk belajar yang bagus, Materi cukup lengkap dan mudah di pahami. Hanya saja, selalu nge-spam chat WA dan telpon secara tiba tiba, apalagi lebih dari dua kali. Membuat orang risih dan gak nyaman saat memakai apk ruangguru, terkesan seperti memaksa untuk harus membeli. Apk nya sih bagus ya bagus, pelayanan nya sudah sangat bagus dan ramah, hanya saja mengganggu saat di telpon 2x sampai lebih 4x",2
"pelajaran nya mudah banget di pahami apalagi b,inggris nya tambah mudah di pahami karna ada b indonesia ya itu yg paling mudah makasih nya ruang guru🤗",5
"blogggg, lagi hitung nilai rata rata malah ngulang idiottt",1
Sangat bagus untuk membantu anak belajar,5
Saya kasi bintang 4 karena belum mengerti,4
"setiap saya verivikasi WhatsApp selalu gagal, padahal sinyal saya bagus dan tidak ada masalah dalam hp saya",1
kerenn sangat berguna bagi pelajar,5
"Aplikasi kursus yang sangat recomand banget.. Mudah di pahami,,dan pembimbing nya..baik""",5
Baguss banget sebab ruangguru nilai dan ranking saya naik tetap semangat ya,5
"Hmm,aplikasi ruang guru ini aplikasi bagus,dan cukup membantu untuk anak anak untuk belajar materi yang mungkin dari sekolah atau yang tidak disekolah fiturnya lumayan lengkap disertakan video dan juga ada pilihan tingkatan kelas nya juga",5
"Aku udah langganan RG sekitar ±2bulanan sebelumnya fine² aja, Kenapa ya sekarang kalau mau drill soal/ ngerjain banksoal.. gabisa ngerjain. Sedih banget, Pas pencet drill soal layar tiba tiba putih, terus kembali lagi ke menu. Tolong, gimana cara memperbaiki biar kaya semula lagi, ini aplikasi andalan aku buat utbk. Sekarang H-4bulanan malah kayak gini🥲🥲🥲",3
apakah aplikasi ini berbayar atau tidak ya?,3
bayarr,3
"Saya belajar menggunakan ruang guru menjadi lebih memahami pelajaran, Terima kasih ruang guru",5
LET HIM COOK!!!!!!!!,5
Sangat bagus karena aplikasi ini mendukung anak anak mau belajar,4
"aplikasi ngeganggu suka spam telfon spam chat, sangat menganggu, suka maksa buat lanjut in langganan",1
RuangGuru memudahkan aku buat belajar,5
"Membantu falam pengerjaan tugas, tapi sedikit kritik, harap di fast respon utk menjawab pertanyaan dari pengguna lainnya Terima kasih",4
"Sangat direkomendasikan sekali untuk pelajar,,seperti les online",5
"Aplikasi kena bug, tapi slow respon dari ruang guru, sungguh mengecewakan",1
Les privat terbaik,5
Lucu,5
Ruangtidur,1
biaya nya cukup mahal,4
Mau percaya sama ruang guru untuk menembus ptn,5
Sangat berguna bagi penggunanya,5
Ini keren,5
Sangat bagus sekali 👍👍👍👍👍👍👍👏👏👏👏,5
Double G untuk aplikasi ini 🔥🔥,5
sering banget lag plisss malah di suruh login ulang akun terus,2
Ruang guru mantap kali lah,5
Sangat membantu tungkatkan lg perfoma nya,5
Aplikasi Ruanggurunya ngak bisa di uninstal,1
Bagus banget penjelasannya👍,5
"Sangat mudah di pahami materinya ,dan jangan lupa untuk menurunkan harga langganan nya",5
Aplikasi pembelajaran kursus dan workshop terbaik Sukses selalu,5
"aplikasi sangat bagus, memudahkan untuk belajar",5
Sangat² seru,5
Terimakasih ruangguru sangat bermanfaat mudah dipahami semoga kedepannya lebih ditingkatkan lagi,5
"ruang guru ini sangat membantu dalam hal pembelajaran,apa lagi kalo di sekolahan gak ada pelajaran tapi dirumah bisa melanjutkan pembelajaran di rumah dengan menggunakan ruang guru",5
"Bantu banget buat anak belajar dirumah, apalagi buat emak2 mageran dan punya baby, ga perlu ribet antar anak les kesana kemari. Daripada anak sibuk main game gak jelas🥲",5
Okee,5
"Sebenarnya dulu gw kasih bintang 5 sih waktu masih langganan, cuma gw turunin biar keluh kesah gw terbaca. 1. Masalah data gw khususnya nomor telepon, jangan seenaknya dipakai sama pihak ruang guru buat ngepromosiin upgrade paket, beli paket lah lewat WhatsApp, bahkan sampai nelpon berkali kali, buat apa? Buat sekedar promosi doang, lewat email masih gw toleransi, tapi ini wa bisa sampai puluhan chat dalam 1 tahun. Mohon kedepannya hargai privasi pelanggan, udah bayar kok malah kena teror gitu?",1
Ini aplikasi nya terbaik setiap pelajaran aku selalu dapat nilai 100 dan aku jg dapat juara 1 umum karna aplikasi ini aku kasih 5 bintang karna aplikasi nya sangat good job dan aku jadi di banggain sama orang tua aku terimakasih ruang guru 😘😍 semua ayo download aplikasi ini. Ini aplikasi nya bermanfaat silakan di coba 😘,5
emng blh sengelag itu😂,1
"Sangat tidak bagus dalam mengatasi masalah yang terjadi dalam proses pembelajaran, harga yang diberikan bukanlah harga yang murah dan fasilitas yang didapat cukup kurang memadai ditambah dengan lah dan masalah yang sering terjadi seperti bintang yang tidak muncul, lag dan sering error yang mengakibatkan proses pembelajaran kurang maksimal untuk para brainies",1
Terimakasih atas opsi yang mudah digunakan dalam aplikasi,5
"Fitur sudah diperbaiki, harusnya kedepan fitur tetep lengkap dan tidak ada bug lagi, Terimakasih",5
"Mau buka brain academy aja loadingnya lama banget padahal internet lancar² aja apk juga udah diperbarui, sebelum diperbarui gaapernah eror sekarang sering EROR!!!! Main lama makin gajelas ni apk lemot banget",1
"Ini kenapa ya? Mau cari bab materi di kolom pencarian kenapa gk keluar hasilnya??? Tolong banget untuk diperbaiki, karena fitur itu sangat berguna.",5
Kak kenapa pas abis di update jadi kalau mau ngerjain drill soal dan latihan bab soal dan jawaban malah gak muncul ya? Padahal jaringan bagus.,3
Karena ruang guru saya aktif banget belajar disini,5
Belajar dan workshop bagus banget saya suka dengan aplikasi ini dan Materinya mudah di pahami terimakasih Ruang guru,5
"Untuk EA teacher nya bagus tp sistem gak bagus, mencoba menerima tapi haduuuuh kecewa :(",1
Aku tidak suka ruang guru karena Ajaranya seperti anak kecil,1
Ini merupakan aplikasi belajar terbaik,5
Aku bisa belajar mandiri...terimakasih sdh membantu utk menggapai cita cita ku.,5
"Ini sangat membantu ,,sangat positif sekali dan sangat mudah di pahami terima kasih aplikasi yg terbaik.",5
"aplikasi sangat membantu, terima kasih",5
Bagus bgt sih kak nyampe aku faham sama soaalnya,5
The Best forum education,5
kak alfin ga ramah,1
Alhamdulillah sgt membantu semoga dgn ini saya bisa mencapai impian saya...,5
"Min, mau komplain kadang buka adaptox gak bisa padahal sinya bagus, bisa kasih solusi gak. Kalo dari apk nya udah bagus banget gw suka",4
Coba gratis mudahan bisa terus,5
Bagus banget ruang guru,5
Apakah ini bayar?,1
Aplikasi ini sangat mendukung tetapi ini menurut kepribadian sendiri plss jangan pas kita nntn video harus berlanggan;(🙏,5
Sangat berguna untuk belajar,5
Sekali lagi terimakasih ruang guru yang tadi nya juara 32 sekarang jadi juara 3,5
sangat membantu sekali buat belajar,5
🥰🥰🥰🥰🥰🥰,5
"Maaf, saya tidak ingin ditelfon.",1
Aplikasi sangat membantu anak saya belajar dan mengerjakan tugas sekolah,5
Aplikasi paling bagus untuk belajar dan workshop terbaik dan termudah,5
meningkatkan nilai saya,5
"Aplikasi Kursus dan workshop terbaik, wajib di download guys.",5
1 kata: bagus bgt,5
ᴮᴬᴳᵁˢ ᴮᴬᴺᴳᴱᵀ,5
Aplikasi ini sangat berguna,5
Cara menjelaskan nya cepat untuk di mengerti,5
Ruang guru membantu saya dalam pembelajar,5
Aku tahu kalau Ruangguru adalah aplikasi terbaik untuk pelajar,5
Ralat:sekarang apkny jelek gk sebagus dulu performany soal kadang ngebug jawabanny sama apalagi soalny gk muncul pas mau latihan bab... Mohon diperbaiki bagus ruangguru dulu :(,1
Agak gimana ya membantu sih iya tapi knp harus bayar atau apapun lah klo bisa coba gratis buat orang yang membutuhkan.,1
Saya kasih bintang 5 soalnya nilai saya selalu 100,5
Bagus aku kalo ulangan belajar disini hehehe,5
"BAGUSS, TAPII HARUSS LANGGANAN BIASANYAA :((",5
Wah gilak baru download doang lgsg dapet chat byk bgt katanya dati ruangguru dan nawarin harga yg gak ngotak sampe 4jt an,1
Dihubungi ruang guru jadi pengajar tapi tiba tiba gajadi padahal sudah mempersiapkan microteaching dan demo ajarnya,1
"Aplikasi Bimbel dengan berbagai macam fitur dan materi penjelasan yang mudah dipahami, Terima kasih Ruangguru",5
"Sangat membantu,ruangguru luar biasa🤩🤩",5
Ror,5
Ya applikasi ny lumayan bagus sih🙏,4
Aku suka aplikasi ini bisa membantu aku menjawab soal²,5
"Saya ingin konsultasi malah dipaksa berlangganan dulu, habis itu lanjut konsultasi malah ga dibalas",1
"Pas awal download dan berlangganan lancar lancar aja, tapi baru-baru ini kenapa jadi lemot banget dan pembahasan soalnya kadang blank, jadi ga bisa evaluasi dan lihat pembahasan. Udah beberapa kali instal ulang dan masih sama, kenapa ya? tolong di perbaiki/ bantu jawab. terimakasih",3
DIKIT DIKIT SURUH BAYAR AJGG,1
Thaks ruang guru i jadi bisa belajar dirumah dan makin memahami pelajaran sebelum mengenal ruang guru i sulit mengerti tentang tugas yang di school becaus i belajar dari buku i orang nya ndak sukak baca baca apalagi modelan buku paket or novel gak banget bosenin after i belajar di ruang guru i jadi ngerti and seru banget setiap i belajar i happy becaus i senang melihat warna warna berwarna banget RUANG GURU LOVE UUUU MUACHH byeeee bagi yang banyak protes ke ruang guru mungkin karnakelengabelajar,5
"Bagus, bisa buat pengganti les nih",5
Server nya lemot euy,1
Aplikasinya sangat membantu apalagi buat saya yang cara belajar audio karena banyak video yang membantu dan quiz disela-sela video.,5
Very nice,5
bagus bagetttt,5
Karna saya suka ruang guru bahasa inggris jadinya saya kasi bintang 5 deh,5
Seruu banget,5
Fitur leaderboard drill soalnya gak ada lgi. Kecewa,1
"Kadang terjadi banyak sekali lag, yang disuruh login ulang lah, yang disuruh verifikasi pas saya menggunakan mode offline padahal udah tak download loh videonya. Aneh betul. Lantas kadang pas drill soal banyak soal yang tidak lengkap itu mau ngomong apa, kaya kepotong, tombol submit juga kadang lag. Perbaiki lagi yah, untuk sisanya udah bagus!",4
"Maaf saya kasih bintang satu dulu, soalnya pas pergi ke banksoal, soalnya gak keluar",1
membantu bgt buat ujian 😍😍😍,5
hebat saya bisa jadi lebih mengerti lagi. namun untuk ruangguru tolong diperbaiki dong. terkadang saya suka loading trus padahal sinyal bagus,5
Aplikasi nya keren membantu belajar terimakasih ruangguru,5
Apk ini membantu bgt,5
Bagus si aplikasi nya tapi suka kembali sendiri dan pas saya mau buka jawabanya pasti kembali padahal lagi butuh bgt Di perbaiki lagi ya kk Tolong,3
"Bermasalahhh muluu tiapp pagi, alasan internet bermasalah",1
Aplikasi sangat bagus membantu anak untuk belajar dengan cepat dan simple,5
"Bagus , dan lengkap 👍👌💯",1
Terima kasih ruang guru saya jadi cepat paham apa yang saya pelajari.,5
Setelah update malah banyak bug dan selalu lag soal tidak muncul padahal internet lancar 5 Mbps,3
"Keren sih,, mudah dimengerti dengan cepat juga, bayar langganan satu tahunnya juga lumayan murah ya, bahkan lebih mura dari pada SPP kita setahun yang harus bayar beberapa bulan mahal klo di jumlah nya. Klo ruang guru itu dia lebih murah soalnya ada potongan harga buat pengguna baru dapet segala yang kita butuhkan buat belajar. Thx ruang guru",5
Bagus sekali aplikasi nya aku jadi pas ujian dapat nilai (A+) Terima kasih kepada semua orang yang membuat aplikasi ini terima kasih,5
"Ruangguru sangat membantu aku banget kalo belum bisa pahamin materi disekolah, mana jelasinnya mudah dan bisa dipahamin ya, banyak latsolnya juga, suka pokoknya🙆🏻‍♀️🤍",5
"sebenarnya saya sih yg salah karena kurang teliti dalam membaca,saya telah ceropoh saya kira paket roboguru bisa untuk menonton video pembelajaran ternyata hanya untuk roboguru aja. maaf saya kasih bintang 1 karena uang saya rugi banyakk",1
